context_tokens,gpu_model,deployment,model,tp_size,dp_size,ep_size,parallelism,target_fraction,sweet_total_concurrency,sweet_batch_per_dp_group,peak_throughput_tokens_per_s,sweet_throughput_tokens_per_s,sweet_normalized_throughput,dominant_time_at_sweet
131072,A100,A100x72,Qwen3-Coder-480B-A35B,1,72,72,TP1/DP72/EP72,0.95,72,1,2029.6565842709074,2029.6565842709074,1.0,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.9,1404,39,7471.158805302533,6735.532568527282,0.901537866354393,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.95,1512,42,7471.158805302533,7099.847662537202,0.9503007294528663,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.9,648,18,4817.912267045795,4403.904736938993,0.9140691014781265,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.95,720,20,4817.912267045795,4609.291338980184,0.9566988943546018,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.9,288,8,3701.4935487168395,3394.67747700234,0.917110196822885,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.95,360,10,3701.4935487168395,3600.815321346157,0.972800647618153,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.9,144,4,3050.3469264803743,2910.3702331706004,0.9541112218762325,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.95,144,4,3050.3469264803743,2910.3702331706004,0.9541112218762325,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.9,72,2,2492.730102220679,2492.730102220679,1.0,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.95,72,2,2492.730102220679,2492.730102220679,1.0,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.9,36,1,2026.2294593014785,2026.2294593014785,1.0,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,2,36,72,TP2/DP36/EP72,0.95,36,1,2026.2294593014785,2026.2294593014785,1.0,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.9,1638,91,15220.988472583453,13764.794589733681,0.9043298741423583,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.95,1728,96,15220.988472583453,14490.819592951393,0.9520288133095125,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.9,792,44,8101.222897055224,7343.569216042655,0.9064766282028884,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.95,846,47,8101.222897055224,7719.225625960169,0.9528469620020071,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.9,378,21,5134.753327936,4710.536708014128,0.9173832523533525,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.95,414,23,5134.753327936,4920.880222739655,0.9583479299710949,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.9,162,9,3798.4699959929862,3495.443118822789,0.9202239645199618,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.95,198,11,3798.4699959929862,3698.3822900379164,0.9736505208516448,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.9,72,4,3169.2675176927005,2905.0859359001965,0.9166427004606937,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.95,90,5,3169.2675176927005,3045.701703065913,0.9610112387367205,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.9,18,1,2157.8854959435434,2016.0171758212116,0.9342558627929888,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.95,36,2,2157.8854959435434,2155.3016658301667,0.9988026101856499,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.9,18,1,1077.6508329150834,1077.6508329150834,1.0,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,4,18,72,TP4/DP18/EP72,0.95,18,1,1077.6508329150834,1077.6508329150834,1.0,kv
8192,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.9,1746,194,32191.887605477285,29048.452852284943,0.9023532017843682,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.95,1845,205,32191.887605477285,30694.91569538734,0.953498473639202,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.9,873,97,16085.563017313683,14621.836610549328,0.9090037193482831,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.95,918,102,16085.563017313683,15352.03742553194,0.9543985130646523,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.9,423,47,8480.108513329014,7710.782892215799,0.909278799922903,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.95,450,50,8480.108513329014,8092.481697319181,0.9542898754891447,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.9,198,22,5236.005308924932,4808.259861142402,0.9183069109854749,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.95,216,24,5236.005308924932,5020.357349367662,0.9588144115916591,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.9,90,10,3890.489241020752,3588.969041194069,0.922498127832485,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.95,108,12,3890.489241020752,3790.471112220515,0.9742916320791584,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.9,9,1,2155.3016658301667,1989.2810112464922,0.922971035927016,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.95,18,2,2155.3016658301667,2139.9277000413163,0.992866907666529,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.9,9,1,1077.6508329150834,1069.9638500206581,0.992866907666529,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.95,9,1,1077.6508329150834,1069.9638500206581,0.992866907666529,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.9,9,1,537.8593754509652,537.8593754509652,1.0,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,8,9,72,TP8/DP9/EP72,0.95,9,1,537.8593754509652,537.8593754509652,1.0,kv
8192,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.9,1776,296,49052.36720107331,44266.77924261809,0.9024392046394346,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.95,1872,312,49052.36720107331,46659.57164923818,0.9512195702599492,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.9,888,148,24531.48116528195,22144.251704741222,0.902687104604216,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.95,936,156,24531.48116528195,23337.381507918257,0.9513237847597381,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.9,444,74,12443.414960296328,11313.826941636835,0.909222024479316,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.95,468,78,12443.414960296328,11876.189966904014,0.9544156491443724,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.9,216,36,6957.376297220212,6359.320751250195,0.914040074818295,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.95,234,39,6957.376297220212,6715.709135786924,0.9652646125336292,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.9,78,13,4309.434749212825,3881.284208916783,0.9006480976712201,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.95,96,16,4309.434749212825,4182.57699723152,0.9705627862205183,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.9,6,1,2154.7173746064127,1958.4073479932083,0.908892911466376,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.95,12,2,2154.7173746064127,2121.935253179093,0.9847858833767895,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.9,6,1,1077.3586873032064,1060.9676265895464,0.9847858833767895,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.95,6,1,1077.3586873032064,1060.9676265895464,0.9847858833767895,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.9,6,1,538.1597113672622,535.5765155246764,0.9951999456889428,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,12,6,72,TP12/DP6/EP72,0.95,6,1,538.1597113672622,535.5765155246764,0.9951999456889428,kv
8192,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.9,1664,416,68918.7134193218,62088.799197475775,0.9008989883445617,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.95,1756,439,68918.7134193218,65521.59336006106,0.950708307066157,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.9,832,208,34459.3567096609,31045.100092702465,0.9009193164653239,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.95,880,220,34459.3567096609,32835.82299705299,0.9528855478560706,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.9,416,104,17229.37766742614,15595.171858125492,0.9051500384491381,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.95,440,110,17229.37766742614,16474.37660612544,0.9561794351557976,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.9,192,48,8614.68883371307,7810.202863089823,0.9066146222861888,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.95,204,51,8614.68883371307,8192.954777903236,0.9510447720224784,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.9,56,14,4307.344416856535,3966.429573679548,0.9208526622940025,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.95,64,16,4307.344416856535,4168.031651893438,0.9676569246661807,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.9,8,2,2153.3602958708775,2092.3009075136947,0.9716446019394591,kv
262144,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.95,8,2,2153.3602958708775,2092.3009075136947,0.9716446019394591,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.9,4,1,1076.3349768825497,1046.1504537568474,0.9719561997203441,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.95,4,1,1076.3349768825497,1046.1504537568474,0.9719561997203441,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.9,4,1,537.7365083653318,531.7744633711073,0.9889127018503011,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,18,4,72,TP18/DP4/EP72,0.95,4,1,537.7365083653318,531.7744633711073,0.9889127018503011,kv
8192,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.9,1251,417,68891.48655616585,62102.9539200722,0.9014605000494641,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.95,1320,440,68891.48655616585,65528.29667965832,0.9511813426501461,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.9,627,209,34445.499816043965,31126.6067016728,0.9036479908233094,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.95,660,220,34445.499816043965,32764.546960374533,0.951199638134254,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.9,312,104,17222.749908021982,15561.161360832115,0.9035236210208257,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.95,330,110,17222.749908021982,16438.493298868485,0.9544639146859929,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.9,144,48,8611.129667394242,7791.724274214166,0.904843449718017,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.95,156,52,8611.129667394242,8302.469622322584,0.964155684910844,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.9,42,14,4305.3150817327705,3950.117997409832,0.9174980047732112,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.95,48,16,4305.3150817327705,4152.266057497913,0.9644511443809916,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.9,6,2,2152.3984694168485,2060.876986990582,0.9574793033322205,kv
262144,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.95,6,2,2152.3984694168485,2060.876986990582,0.9574793033322205,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.9,3,1,1076.1992347084242,1030.438493495291,0.9574793033322205,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.95,3,1,1076.1992347084242,1030.438493495291,0.9574793033322205,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.9,3,1,538.0996173542121,527.6845322658427,0.9806446896588042,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,24,3,72,TP24/DP3/EP72,0.95,3,1,538.0996173542121,527.6845322658427,0.9806446896588042,kv
8192,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.9,838,419,68852.00985174273,62107.60575259214,0.9020449204943598,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.95,884,442,68852.00985174273,65516.8537807881,0.9515605124943174,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.9,420,210,34425.8241981502,31128.546512128785,0.904220806245836,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.95,442,221,34425.8241981502,32758.803734724395,0.9515764545292897,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.9,210,105,17212.9120990751,15632.973318958962,0.9082119997463397,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.95,220,110,17212.9120990751,16360.98863200971,0.950506720643094,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.9,96,48,8606.45604953755,7751.8359401572025,0.9007001134425977,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.95,104,52,8606.45604953755,8260.660819746807,0.9598214145520068,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.9,28,14,4303.228024768775,3915.1013926401924,0.9098057016977533,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.95,32,16,4303.228024768775,4118.386225317207,0.957045780891079,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.9,4,2,2151.43020418353,1995.689529876396,0.9276106312887628,kv
262144,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.95,6,3,2151.43020418353,2048.5291115348864,0.9521708431681638,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.9,2,1,1075.5221545829345,997.844764938198,0.9277770436306277,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.95,4,2,1075.5221545829345,1038.0061244213541,0.9651183102070748,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.9,2,1,537.5475799462376,519.0030622106771,0.9655016254795245,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,36,2,72,TP36/DP2/EP72,0.95,2,1,537.5475799462376,519.0030622106771,0.9655016254795245,kv
8192,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.9,425,425,68784.17242548561,62008.45012951842,0.901493002575449,weight
8192,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.95,448,448,68784.17242548561,65364.20153365594,0.9502796825020385,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.9,213,213,34392.086212742804,31077.70660539316,0.9036295853980031,weight
16384,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.95,224,224,34392.086212742804,32682.41805279883,0.9502889080537802,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.9,106,106,17195.936745594197,15529.746125424537,0.9031055623883615,weight
32768,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.95,112,112,17195.936745594197,16390.789400357182,0.9531780468171759,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.9,49,49,8597.86169870447,7744.165523682914,0.9007083150511491,weight
65536,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.95,53,53,8597.86169870447,8249.004417883367,0.9594251113769754,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.9,15,15,4298.823544304635,3904.24808257893,0.9082131523522372,weight
131072,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.95,17,17,4298.823544304635,4110.616501202069,0.9562189419586866,weight
262144,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.9,4,4,2149.4117721523176,1966.2592080179127,0.9147894477422515,kv
262144,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.95,7,7,2149.4117721523176,2046.0439970196376,0.9519088075761433,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.9,2,2,1074.5964315014232,983.1296040089563,0.9148826249453763,kv
524288,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.95,4,4,1074.5964315014232,1029.9876234621152,0.9584878501997436,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.9,1,1,537.1833247246534,491.56480200447817,0.9150782970719388,kv
1048576,A100,A100x72,Qwen3-Coder-480B-A35B,72,1,72,TP72/DP1/EP72,0.95,2,2,537.1833247246534,514.9938117310576,0.9586928484703623,kv
8192,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.9,1944,27,5454.057690422485,4939.722484596471,0.9056967793484831,weight
8192,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.95,2232,31,5454.057690422485,5231.610568435681,0.9592143804460613,weight
16384,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.9,864,12,4222.762934406785,3852.2839839699172,0.9122662209099568,weight
16384,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.95,1080,15,4222.762934406785,4077.4796315498006,0.9655952026875045,weight
32768,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.9,360,5,3516.728961758132,3183.0061986923715,0.9051042128367718,weight
32768,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.95,504,7,3516.728961758132,3418.662298964611,0.9721142391523702,weight
65536,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.9,216,3,3028.294021303448,2822.610440057061,0.9320793886592769,weight
65536,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.95,288,4,3028.294021303448,3028.294021303448,1.0,weight
131072,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.9,144,2,2511.0088879268833,2511.0088879268833,1.0,weight
131072,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.95,144,2,2511.0088879268833,2511.0088879268833,1.0,weight
262144,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.9,72,1,1917.371873201079,1917.371873201079,1.0,weight
262144,A100,A100x72,DeepSeek-V3/R1-671B,1,72,72,TP1/DP72/EP72,0.95,72,1,1917.371873201079,1917.371873201079,1.0,weight
8192,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.9,4104,114,13865.323914817895,12558.893983675385,0.9057771791579766,weight
8192,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.95,4356,121,13865.323914817895,13259.203695735061,0.9562851742370713,weight
16384,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.9,1944,54,7785.741613331195,7026.439953793451,0.9024753585146438,weight
16384,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.95,2124,59,7785.741613331195,7444.507849163244,0.9561719639419228,weight
32768,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.9,864,24,5230.874925947918,4722.913902640296,0.9028917665785,weight
32768,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.95,1008,28,5230.874925947918,5011.488872019477,0.9580593959836107,weight
65536,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.9,360,10,4076.5561829496423,3691.256556931257,0.9054840387997309,weight
65536,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.95,468,13,4076.5561829496423,3927.7685219672835,0.9635016287510842,weight
131072,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.9,180,5,3417.2715254730088,3181.318505938302,0.9309528032010723,weight
131072,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.95,216,6,3417.2715254730088,3307.9169696578833,0.9679994536576988,weight
262144,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.9,108,3,2820.399082308491,2820.399082308491,1.0,weight
262144,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.95,108,3,2820.399082308491,2820.399082308491,1.0,weight
524288,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.9,36,1,1914.31316468569,1914.31316468569,1.0,weight
524288,A100,A100x72,DeepSeek-V3/R1-671B,2,36,72,TP2/DP36/EP72,0.95,36,1,1914.31316468569,1914.31316468569,1.0,weight
8192,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.9,5094,283,33681.20442971048,30358.310547190606,0.9013427833480705,weight
8192,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.95,5382,299,33681.20442971048,32073.122154512545,0.9522557965955804,weight
16384,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.9,2538,141,16952.840858534237,15293.094720977997,0.902096282776069,weight
16384,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.95,2682,149,16952.840858534237,16120.282447516956,0.9508897406656087,weight
32768,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.9,1224,68,9112.334109667003,8217.918759099186,0.9018456369352219,weight
32768,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.95,1314,73,9112.334109667003,8661.08049308447,0.9504788113394775,weight
65536,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.9,576,32,5829.432100195956,5302.471067343822,0.909603367224327,weight
65536,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.95,648,36,5829.432100195956,5601.299676731597,0.9608654120087118,weight
131072,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.9,252,14,4362.963110017582,3999.877860445205,0.9167801238706981,weight
131072,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.95,288,16,4362.963110017582,4146.840220058409,0.9504641949726909,weight
262144,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.9,108,6,3602.40715560369,3303.3639473002872,0.9169879485059791,weight
262144,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.95,144,8,3602.40715560369,3511.583425452333,0.9747880441526224,weight
524288,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.9,54,3,3020.671121056598,2813.7857500191853,0.9315101304490749,weight
524288,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.95,72,4,3020.671121056598,3020.671121056598,1.0,weight
1048576,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.9,18,1,1947.9061536007216,1905.195313510812,0.9780734610797557,weight
1048576,A100,A100x72,DeepSeek-V3/R1-671B,4,18,72,TP4/DP18/EP72,0.95,18,1,1947.9061536007216,1905.195313510812,0.9780734610797557,weight
8192,A100,A100x72,DeepSeek-V3/R1-671B,8,9,72,TP8/DP9/EP72,0.9,5580,620,73742.21091570049,66453.73674274916,0.9011627928909908,weight
8192,A100,A100x72,DeepSeek-V3/R1-671B,8,9,72,TP8/DP9/EP72,0.95,5886,654,73742.21091570049,70097.97379162296,0.9505813959355858,weight
16384,A100,A100x72,DeepSeek-V3/R1-671B,8,9,72,TP8/DP9/EP72,0.9,2790,310,36871.753836147254,33228.58799336188,0.9011935841464151,weight
16384,A100,A100x72,DeepSeek-V3/R1-671B,8,9,72,TP8/DP9/EP72,0.95,2943,327,36871.753836147254,35050.04424507456,0.9505933566608167,weight
