deployment,gpu_model,gpus_per_node,hbm_gb_per_gpu,node_hbm_gb,usable_hbm_gb,node_source,tp_size,dp_size,ep_size,parallelism,kv_replication_factor,dense_params_b_est,expert_params_b_est,resident_weight_gb_bf16,weight_gb_per_gpu_after_tp_ep,residual_hbm_gb_for_kv,residual_hbm_gb_for_kv_per_gpu,kv_bytes_per_token_per_gpu_bf16,max_resident_kv_tokens,max_resident_kv_tokens_per_gpu,max_resident_kv_tokens_per_dp_replica,max_resident_kv_k_tokens,feasible_after_tp_dp_ep_weights,policy,model,params_b,active_params_b,num_experts,experts_per_token,dense_params_b_config,expert_params_b_config,weight_gb_bf16,layers,kv_formula,kv_heads,head_dim,mla_kv_lora_rank,mla_qk_rope_head_dim,kv_bytes_per_token_bf16,kv_mb_per_1k_tokens_bf16,model_source
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,405.0,0.0,810.0,810.0,0.0,0.0,516096.0,0,0,0,0.0,False,capacity_opt,Llama-3.1-405B,405.0,,,,405.0,0.0,810.0,126,gqa,8.0,128.0,,,516096,516.096,Meta Llama 3.1 405B public Hugging Face config/model card
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,405.0,0.0,810.0,810.0,0.0,0.0,516096.0,0,0,0,0.0,False,dp_max,Llama-3.1-405B,405.0,,,,405.0,0.0,810.0,126,gqa,8.0,128.0,,,516096,516.096,Meta Llama 3.1 405B public Hugging Face config/model card
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,12.06976512,468.0843264,960.30818304,960.30818304,0.0,0.0,253952.0,0,0,0,0.0,False,capacity_opt,Qwen3-Coder-480B-A35B,480.15409152,35.0,160.0,8.0,12.06976512,468.0843264,960.30818304,62,gqa,8.0,128.0,,,253952,253.952,Qwen3-Coder-480B-A35B public Hugging Face config/model card
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,12.06976512,468.0843264,960.30818304,960.30818304,0.0,0.0,253952.0,0,0,0,0.0,False,dp_max,Qwen3-Coder-480B-A35B,480.15409152,35.0,160.0,8.0,12.06976512,468.0843264,960.30818304,62,gqa,8.0,128.0,,,253952,253.952,Qwen3-Coder-480B-A35B public Hugging Face config/model card
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,17.116751872,653.908770816,1342.051045376,1342.051045376,0.0,0.0,70272.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V3/R1-671B,671.025522688,37.0,256.0,8.0,17.116751872,653.908770816,1342.051045376,61,mla,,,512.0,64.0,70272,70.272,"DeepSeek-V3/R1 public config, optimized MLA KV cache layout"
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,17.116751872,653.908770816,1342.051045376,1342.051045376,0.0,0.0,70272.0,0,0,0,0.0,False,dp_max,DeepSeek-V3/R1-671B,671.025522688,37.0,256.0,8.0,17.116751872,653.908770816,1342.051045376,61,mla,,,512.0,64.0,70272,70.272,"DeepSeek-V3/R1 public config, optimized MLA KV cache layout"
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,11.721304064,1014.68602368,2052.814655488,2052.814655488,0.0,0.0,70272.0,0,0,0,0.0,False,capacity_opt,Kimi-K2-1T-A32B,1026.407327744,32.0,384.0,8.0,11.721304064,1014.68602368,2052.814655488,61,mla,,,512.0,64.0,70272,70.272,"Moonshot Kimi-K2 public config/model card, optimized MLA KV cache layout"
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,11.721304064,1014.68602368,2052.814655488,2052.814655488,0.0,0.0,70272.0,0,0,0,0.0,False,dp_max,Kimi-K2-1T-A32B,1026.407327744,32.0,384.0,8.0,11.721304064,1014.68602368,2052.814655488,61,mla,,,512.0,64.0,70272,70.272,"Moonshot Kimi-K2 public config/model card, optimized MLA KV cache layout"
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,6.974609408,277.025390592,568.0,568.0,0.0,0.0,44032.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V4-Flash-284B,284.0,35.0,128.0,8.0,6.974609408,277.025390592,568.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Flash public config/model card, shared KV cache layout"
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,6.974609408,277.025390592,568.0,568.0,0.0,0.0,44032.0,0,0,0,0.0,False,dp_max,DeepSeek-V4-Flash-284B,284.0,35.0,128.0,8.0,6.974609408,277.025390592,568.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Flash public config/model card, shared KV cache layout"
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,52.603813888,1547.396186112,3200.0,3200.0,0.0,0.0,44032.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V4-Pro-1.6T,1600.0,64.0,512.0,8.0,52.603813888,1547.396186112,3200.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Pro public config/model card, shared KV cache layout"
A100x1,A100,1,80,80,72.0,NVIDIA A100 80GB public product specifications,1,1,1,TP1/DP1/EP1,1,52.603813888,1547.396186112,3200.0,3200.0,0.0,0.0,44032.0,0,0,0,0.0,False,dp_max,DeepSeek-V4-Pro-1.6T,1600.0,64.0,512.0,8.0,52.603813888,1547.396186112,3200.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Pro public config/model card, shared KV cache layout"
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,2,1,2,TP2/DP1/EP2,1,1.540882432,28.991029248,61.06382336,30.53191168,82.93617664,41.46808832,49152.0,843670,843670,843670,843.6704166666666,True,capacity_opt,Qwen3-30B-A3B,30.53191168,3.3,128.0,8.0,1.540882432,28.991029248,61.06382336,48,gqa,4.0,128.0,,,98304,98.304,Qwen3-30B-A3B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,1.540882432,28.991029248,64.145588224,32.072794112,79.854411776,39.927205888,98304.0,812321,406160,406160,812.3210833333334,True,dp_max,Qwen3-30B-A3B,30.53191168,3.3,128.0,8.0,1.540882432,28.991029248,61.06382336,48,gqa,4.0,128.0,,,98304,98.304,Qwen3-30B-A3B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,2,1,1,TP2/DP1/EP1,1,32.8,0.0,65.6,32.8,78.4,39.2,81920.0,478515,478515,478515,478.515625,True,capacity_opt,Qwen3-32B,32.8,,,,32.8,0.0,65.6,64,gqa,8.0,80.0,,,163840,163.84,Qwen3-32B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,1,TP1/DP2/EP1,1,32.8,0.0,131.2,65.6,12.800000000000011,6.400000000000006,163840.0,78125,39062,39062,78.12500000000007,True,dp_max,Qwen3-32B,32.8,,,,32.8,0.0,65.6,64,gqa,8.0,80.0,,,163840,163.84,Qwen3-32B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,2,1,1,TP2/DP1/EP1,1,70.6,0.0,141.2,70.6,2.8000000000000114,1.4000000000000057,163840.0,8544,8544,8544,8.544921875000034,True,capacity_opt,Llama-3.3-70B,70.6,,,,70.6,0.0,141.2,80,gqa,8.0,128.0,,,327680,327.68,Meta Llama 3.3 70B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,2,1,1,TP2/DP1/EP1,1,70.6,0.0,141.2,70.6,2.8000000000000114,1.4000000000000057,163840.0,8544,8544,8544,8.544921875000034,True,dp_max,Llama-3.3-70B,70.6,,,,70.6,0.0,141.2,80,gqa,8.0,128.0,,,327680,327.68,Meta Llama 3.3 70B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,7.996440576,227.096395776,486.178553856,243.089276928,0.0,0.0,192512.0,0,0,0,0.0,False,capacity_opt,Qwen3-235B-A22B,235.092836352,22.0,128.0,8.0,7.996440576,227.096395776,470.185672704,94,gqa,4.0,128.0,,,192512,192.512,Qwen3-235B-A22B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,7.996440576,227.096395776,486.178553856,243.089276928,0.0,0.0,192512.0,0,0,0,0.0,False,dp_max,Qwen3-235B-A22B,235.092836352,22.0,128.0,8.0,7.996440576,227.096395776,470.185672704,94,gqa,4.0,128.0,,,192512,192.512,Qwen3-235B-A22B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,7.7116288,347.2883712,725.4232575999999,362.71162879999997,0.0,0.0,376832.0,0,0,0,0.0,False,capacity_opt,GLM-4.5-355B-A32B,355.0,32.0,128.0,8.0,7.7116288,347.2883712,710.0,92,gqa,8.0,128.0,,,376832,376.832,Z.ai GLM-4.5 public Hugging Face config/model card
