deployment,gpu_model,gpus_per_node,hbm_gb_per_gpu,node_hbm_gb,usable_hbm_gb,node_source,tp_size,dp_size,ep_size,parallelism,kv_replication_factor,dense_params_b_est,expert_params_b_est,resident_weight_gb_bf16,weight_gb_per_gpu_after_tp_ep,residual_hbm_gb_for_kv,residual_hbm_gb_for_kv_per_gpu,kv_bytes_per_token_per_gpu_bf16,max_resident_kv_tokens,max_resident_kv_tokens_per_gpu,max_resident_kv_tokens_per_dp_replica,max_resident_kv_k_tokens,feasible_after_tp_dp_ep_weights,policy,model,params_b,active_params_b,num_experts,experts_per_token,dense_params_b_config,expert_params_b_config,weight_gb_bf16,layers,kv_formula,kv_heads,head_dim,mla_kv_lora_rank,mla_qk_rope_head_dim,kv_bytes_per_token_bf16,kv_mb_per_1k_tokens_bf16,model_source
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,7.7116288,347.2883712,725.4232575999999,362.71162879999997,0.0,0.0,376832.0,0,0,0,0.0,False,dp_max,GLM-4.5-355B-A32B,355.0,32.0,128.0,8.0,7.7116288,347.2883712,710.0,92,gqa,8.0,128.0,,,376832,376.832,Z.ai GLM-4.5 public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,1,TP1/DP2/EP1,1,405.0,0.0,1620.0,810.0,0.0,0.0,516096.0,0,0,0,0.0,False,capacity_opt,Llama-3.1-405B,405.0,,,,405.0,0.0,810.0,126,gqa,8.0,128.0,,,516096,516.096,Meta Llama 3.1 405B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,1,TP1/DP2/EP1,1,405.0,0.0,1620.0,810.0,0.0,0.0,516096.0,0,0,0,0.0,False,dp_max,Llama-3.1-405B,405.0,,,,405.0,0.0,810.0,126,gqa,8.0,128.0,,,516096,516.096,Meta Llama 3.1 405B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,12.06976512,468.0843264,984.44771328,492.22385664,0.0,0.0,253952.0,0,0,0,0.0,False,capacity_opt,Qwen3-Coder-480B-A35B,480.15409152,35.0,160.0,8.0,12.06976512,468.0843264,960.30818304,62,gqa,8.0,128.0,,,253952,253.952,Qwen3-Coder-480B-A35B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,12.06976512,468.0843264,984.44771328,492.22385664,0.0,0.0,253952.0,0,0,0,0.0,False,dp_max,Qwen3-Coder-480B-A35B,480.15409152,35.0,160.0,8.0,12.06976512,468.0843264,960.30818304,62,gqa,8.0,128.0,,,253952,253.952,Qwen3-Coder-480B-A35B public Hugging Face config/model card
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,17.116751872,653.908770816,1376.28454912,688.14227456,0.0,0.0,70272.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V3/R1-671B,671.025522688,37.0,256.0,8.0,17.116751872,653.908770816,1342.051045376,61,mla,,,512.0,64.0,70272,70.272,"DeepSeek-V3/R1 public config, optimized MLA KV cache layout"
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,17.116751872,653.908770816,1376.28454912,688.14227456,0.0,0.0,70272.0,0,0,0,0.0,False,dp_max,DeepSeek-V3/R1-671B,671.025522688,37.0,256.0,8.0,17.116751872,653.908770816,1342.051045376,61,mla,,,512.0,64.0,70272,70.272,"DeepSeek-V3/R1 public config, optimized MLA KV cache layout"
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,11.721304064,1014.68602368,2076.257263616,1038.128631808,0.0,0.0,70272.0,0,0,0,0.0,False,capacity_opt,Kimi-K2-1T-A32B,1026.407327744,32.0,384.0,8.0,11.721304064,1014.68602368,2052.814655488,61,mla,,,512.0,64.0,70272,70.272,"Moonshot Kimi-K2 public config/model card, optimized MLA KV cache layout"
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,11.721304064,1014.68602368,2076.257263616,1038.128631808,0.0,0.0,70272.0,0,0,0,0.0,False,dp_max,Kimi-K2-1T-A32B,1026.407327744,32.0,384.0,8.0,11.721304064,1014.68602368,2052.814655488,61,mla,,,512.0,64.0,70272,70.272,"Moonshot Kimi-K2 public config/model card, optimized MLA KV cache layout"
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,6.974609408,277.025390592,581.949218816,290.974609408,0.0,0.0,44032.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V4-Flash-284B,284.0,35.0,128.0,8.0,6.974609408,277.025390592,568.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Flash public config/model card, shared KV cache layout"
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,6.974609408,277.025390592,581.949218816,290.974609408,0.0,0.0,44032.0,0,0,0,0.0,False,dp_max,DeepSeek-V4-Flash-284B,284.0,35.0,128.0,8.0,6.974609408,277.025390592,568.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Flash public config/model card, shared KV cache layout"
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,52.603813888,1547.396186112,3305.2076277759998,1652.6038138879999,0.0,0.0,44032.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V4-Pro-1.6T,1600.0,64.0,512.0,8.0,52.603813888,1547.396186112,3200.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Pro public config/model card, shared KV cache layout"
A100x2,A100,2,80,160,144.0,NVIDIA A100 80GB public product specifications,1,2,2,TP1/DP2/EP2,1,52.603813888,1547.396186112,3305.2076277759998,1652.6038138879999,0.0,0.0,44032.0,0,0,0,0.0,False,dp_max,DeepSeek-V4-Pro-1.6T,1600.0,64.0,512.0,8.0,52.603813888,1547.396186112,3200.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Pro public config/model card, shared KV cache layout"
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,4,1,4,TP4/DP1/EP4,1,1.540882432,28.991029248,61.06382336,15.26595584,226.93617663999999,56.734044159999996,24576.0,2308514,2308514,2308514,2308.5141666666664,True,capacity_opt,Qwen3-30B-A3B,30.53191168,3.3,128.0,8.0,1.540882432,28.991029248,61.06382336,48,gqa,4.0,128.0,,,98304,98.304,Qwen3-30B-A3B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,1.540882432,28.991029248,70.30911795200001,17.577279488000002,217.690882048,54.422720512,98304.0,2214466,553616,553616,2214.4661666666666,True,dp_max,Qwen3-30B-A3B,30.53191168,3.3,128.0,8.0,1.540882432,28.991029248,61.06382336,48,gqa,4.0,128.0,,,98304,98.304,Qwen3-30B-A3B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,4,1,1,TP4/DP1/EP1,1,32.8,0.0,65.6,16.4,222.4,55.6,40960.0,1357421,1357421,1357421,1357.421875,True,capacity_opt,Qwen3-32B,32.8,,,,32.8,0.0,65.6,64,gqa,8.0,80.0,,,163840,163.84,Qwen3-32B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,1,TP1/DP4/EP1,1,32.8,0.0,262.4,65.6,25.600000000000023,6.400000000000006,163840.0,156250,39062,39062,156.25000000000014,True,dp_max,Qwen3-32B,32.8,,,,32.8,0.0,65.6,64,gqa,8.0,80.0,,,163840,163.84,Qwen3-32B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,4,1,1,TP4/DP1/EP1,1,70.6,0.0,141.2,35.3,146.8,36.7,81920.0,447998,447998,447998,447.998046875,True,capacity_opt,Llama-3.3-70B,70.6,,,,70.6,0.0,141.2,80,gqa,8.0,128.0,,,327680,327.68,Meta Llama 3.3 70B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,2,2,1,TP2/DP2/EP1,1,70.6,0.0,282.4,70.6,5.600000000000023,1.4000000000000057,163840.0,17089,8544,8544,17.089843750000068,True,dp_max,Llama-3.3-70B,70.6,,,,70.6,0.0,141.2,80,gqa,8.0,128.0,,,327680,327.68,Meta Llama 3.3 70B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,7.996440576,227.096395776,518.16431616,129.54107904,0.0,0.0,192512.0,0,0,0,0.0,False,capacity_opt,Qwen3-235B-A22B,235.092836352,22.0,128.0,8.0,7.996440576,227.096395776,470.185672704,94,gqa,4.0,128.0,,,192512,192.512,Qwen3-235B-A22B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,7.996440576,227.096395776,518.16431616,129.54107904,0.0,0.0,192512.0,0,0,0,0.0,False,dp_max,Qwen3-235B-A22B,235.092836352,22.0,128.0,8.0,7.996440576,227.096395776,470.185672704,94,gqa,4.0,128.0,,,192512,192.512,Qwen3-235B-A22B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,7.7116288,347.2883712,756.2697727999999,189.06744319999999,0.0,0.0,376832.0,0,0,0,0.0,False,capacity_opt,GLM-4.5-355B-A32B,355.0,32.0,128.0,8.0,7.7116288,347.2883712,710.0,92,gqa,8.0,128.0,,,376832,376.832,Z.ai GLM-4.5 public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,7.7116288,347.2883712,756.2697727999999,189.06744319999999,0.0,0.0,376832.0,0,0,0,0.0,False,dp_max,GLM-4.5-355B-A32B,355.0,32.0,128.0,8.0,7.7116288,347.2883712,710.0,92,gqa,8.0,128.0,,,376832,376.832,Z.ai GLM-4.5 public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,1,TP1/DP4/EP1,1,405.0,0.0,3240.0,810.0,0.0,0.0,516096.0,0,0,0,0.0,False,capacity_opt,Llama-3.1-405B,405.0,,,,405.0,0.0,810.0,126,gqa,8.0,128.0,,,516096,516.096,Meta Llama 3.1 405B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,1,TP1/DP4/EP1,1,405.0,0.0,3240.0,810.0,0.0,0.0,516096.0,0,0,0,0.0,False,dp_max,Llama-3.1-405B,405.0,,,,405.0,0.0,810.0,126,gqa,8.0,128.0,,,516096,516.096,Meta Llama 3.1 405B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,12.06976512,468.0843264,1032.72677376,258.18169344,0.0,0.0,253952.0,0,0,0,0.0,False,capacity_opt,Qwen3-Coder-480B-A35B,480.15409152,35.0,160.0,8.0,12.06976512,468.0843264,960.30818304,62,gqa,8.0,128.0,,,253952,253.952,Qwen3-Coder-480B-A35B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,12.06976512,468.0843264,1032.72677376,258.18169344,0.0,0.0,253952.0,0,0,0,0.0,False,dp_max,Qwen3-Coder-480B-A35B,480.15409152,35.0,160.0,8.0,12.06976512,468.0843264,960.30818304,62,gqa,8.0,128.0,,,253952,253.952,Qwen3-Coder-480B-A35B public Hugging Face config/model card
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,17.116751872,653.908770816,1444.751556608,361.187889152,0.0,0.0,70272.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V3/R1-671B,671.025522688,37.0,256.0,8.0,17.116751872,653.908770816,1342.051045376,61,mla,,,512.0,64.0,70272,70.272,"DeepSeek-V3/R1 public config, optimized MLA KV cache layout"
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,17.116751872,653.908770816,1444.751556608,361.187889152,0.0,0.0,70272.0,0,0,0,0.0,False,dp_max,DeepSeek-V3/R1-671B,671.025522688,37.0,256.0,8.0,17.116751872,653.908770816,1342.051045376,61,mla,,,512.0,64.0,70272,70.272,"DeepSeek-V3/R1 public config, optimized MLA KV cache layout"
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,11.721304064,1014.68602368,2123.142479872,530.785619968,0.0,0.0,70272.0,0,0,0,0.0,False,capacity_opt,Kimi-K2-1T-A32B,1026.407327744,32.0,384.0,8.0,11.721304064,1014.68602368,2052.814655488,61,mla,,,512.0,64.0,70272,70.272,"Moonshot Kimi-K2 public config/model card, optimized MLA KV cache layout"
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,11.721304064,1014.68602368,2123.142479872,530.785619968,0.0,0.0,70272.0,0,0,0,0.0,False,dp_max,Kimi-K2-1T-A32B,1026.407327744,32.0,384.0,8.0,11.721304064,1014.68602368,2052.814655488,61,mla,,,512.0,64.0,70272,70.272,"Moonshot Kimi-K2 public config/model card, optimized MLA KV cache layout"
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,6.974609408,277.025390592,609.8476564480001,152.46191411200002,0.0,0.0,44032.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V4-Flash-284B,284.0,35.0,128.0,8.0,6.974609408,277.025390592,568.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Flash public config/model card, shared KV cache layout"
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,6.974609408,277.025390592,609.8476564480001,152.46191411200002,0.0,0.0,44032.0,0,0,0,0.0,False,dp_max,DeepSeek-V4-Flash-284B,284.0,35.0,128.0,8.0,6.974609408,277.025390592,568.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Flash public config/model card, shared KV cache layout"
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,52.603813888,1547.396186112,3515.6228833279997,878.9057208319999,0.0,0.0,44032.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V4-Pro-1.6T,1600.0,64.0,512.0,8.0,52.603813888,1547.396186112,3200.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Pro public config/model card, shared KV cache layout"
A100x4,A100,4,80,320,288.0,NVIDIA A100 80GB public product specifications,1,4,4,TP1/DP4/EP4,1,52.603813888,1547.396186112,3515.6228833279997,878.9057208319999,0.0,0.0,44032.0,0,0,0,0.0,False,dp_max,DeepSeek-V4-Pro-1.6T,1600.0,64.0,512.0,8.0,52.603813888,1547.396186112,3200.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Pro public config/model card, shared KV cache layout"
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,8,1,8,TP8/DP1/EP8,1,1.540882432,28.991029248,61.06382336,7.63297792,514.93617664,64.36702208,12288.0,5238201,5238201,5238201,5238.201666666667,True,capacity_opt,Qwen3-30B-A3B,30.53191168,3.3,128.0,8.0,1.540882432,28.991029248,61.06382336,48,gqa,4.0,128.0,,,98304,98.304,Qwen3-30B-A3B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,1.540882432,28.991029248,82.63617740800001,10.329522176000001,493.363822592,61.670477824,98304.0,5018756,627344,627344,5018.756333333333,True,dp_max,Qwen3-30B-A3B,30.53191168,3.3,128.0,8.0,1.540882432,28.991029248,61.06382336,48,gqa,4.0,128.0,,,98304,98.304,Qwen3-30B-A3B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,8,1,1,TP8/DP1/EP1,1,32.8,0.0,65.6,8.2,510.4,63.8,20480.0,3115234,3115234,3115234,3115.234375,True,capacity_opt,Qwen3-32B,32.8,,,,32.8,0.0,65.6,64,gqa,8.0,80.0,,,163840,163.84,Qwen3-32B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,1,TP1/DP8/EP1,1,32.8,0.0,524.8,65.6,51.200000000000045,6.400000000000006,163840.0,312500,39062,39062,312.5000000000003,True,dp_max,Qwen3-32B,32.8,,,,32.8,0.0,65.6,64,gqa,8.0,80.0,,,163840,163.84,Qwen3-32B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,8,1,1,TP8/DP1/EP1,1,70.6,0.0,141.2,17.65,434.8,54.35,40960.0,1326904,1326904,1326904,1326.904296875,True,capacity_opt,Llama-3.3-70B,70.6,,,,70.6,0.0,141.2,80,gqa,8.0,128.0,,,327680,327.68,Meta Llama 3.3 70B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,2,4,1,TP2/DP4/EP1,1,70.6,0.0,564.8,70.6,11.200000000000045,1.4000000000000057,163840.0,34179,8544,8544,34.179687500000135,True,dp_max,Llama-3.3-70B,70.6,,,,70.6,0.0,141.2,80,gqa,8.0,128.0,,,327680,327.68,Meta Llama 3.3 70B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,8,1,8,TP8/DP1/EP8,1,7.996440576,227.096395776,470.185672704,58.773209088,105.81432729599999,13.226790911999998,24064.0,549650,549650,549650,549.6505531914893,True,capacity_opt,Qwen3-235B-A22B,235.092836352,22.0,128.0,8.0,7.996440576,227.096395776,470.185672704,94,gqa,4.0,128.0,,,192512,192.512,Qwen3-235B-A22B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,2,4,8,TP2/DP4/EP8,1,7.996440576,227.096395776,518.16431616,64.77053952,57.83568384,7.22946048,96256.0,300426,75106,75106,300.4263829787234,True,dp_max,Qwen3-235B-A22B,235.092836352,22.0,128.0,8.0,7.996440576,227.096395776,470.185672704,94,gqa,4.0,128.0,,,192512,192.512,Qwen3-235B-A22B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,7.7116288,347.2883712,817.9628031999999,102.24535039999999,0.0,0.0,376832.0,0,0,0,0.0,False,capacity_opt,GLM-4.5-355B-A32B,355.0,32.0,128.0,8.0,7.7116288,347.2883712,710.0,92,gqa,8.0,128.0,,,376832,376.832,Z.ai GLM-4.5 public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,7.7116288,347.2883712,817.9628031999999,102.24535039999999,0.0,0.0,376832.0,0,0,0,0.0,False,dp_max,GLM-4.5-355B-A32B,355.0,32.0,128.0,8.0,7.7116288,347.2883712,710.0,92,gqa,8.0,128.0,,,376832,376.832,Z.ai GLM-4.5 public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,1,TP1/DP8/EP1,1,405.0,0.0,6480.0,810.0,0.0,0.0,516096.0,0,0,0,0.0,False,capacity_opt,Llama-3.1-405B,405.0,,,,405.0,0.0,810.0,126,gqa,8.0,128.0,,,516096,516.096,Meta Llama 3.1 405B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,1,TP1/DP8/EP1,1,405.0,0.0,6480.0,810.0,0.0,0.0,516096.0,0,0,0,0.0,False,dp_max,Llama-3.1-405B,405.0,,,,405.0,0.0,810.0,126,gqa,8.0,128.0,,,516096,516.096,Meta Llama 3.1 405B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,12.06976512,468.0843264,1129.28489472,141.16061184,0.0,0.0,253952.0,0,0,0,0.0,False,capacity_opt,Qwen3-Coder-480B-A35B,480.15409152,35.0,160.0,8.0,12.06976512,468.0843264,960.30818304,62,gqa,8.0,128.0,,,253952,253.952,Qwen3-Coder-480B-A35B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,12.06976512,468.0843264,1129.28489472,141.16061184,0.0,0.0,253952.0,0,0,0,0.0,False,dp_max,Qwen3-Coder-480B-A35B,480.15409152,35.0,160.0,8.0,12.06976512,468.0843264,960.30818304,62,gqa,8.0,128.0,,,253952,253.952,Qwen3-Coder-480B-A35B public Hugging Face config/model card
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,17.116751872,653.908770816,1581.685571584,197.710696448,0.0,0.0,70272.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V3/R1-671B,671.025522688,37.0,256.0,8.0,17.116751872,653.908770816,1342.051045376,61,mla,,,512.0,64.0,70272,70.272,"DeepSeek-V3/R1 public config, optimized MLA KV cache layout"
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,17.116751872,653.908770816,1581.685571584,197.710696448,0.0,0.0,70272.0,0,0,0,0.0,False,dp_max,DeepSeek-V3/R1-671B,671.025522688,37.0,256.0,8.0,17.116751872,653.908770816,1342.051045376,61,mla,,,512.0,64.0,70272,70.272,"DeepSeek-V3/R1 public config, optimized MLA KV cache layout"
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,11.721304064,1014.68602368,2216.912912384,277.114114048,0.0,0.0,70272.0,0,0,0,0.0,False,capacity_opt,Kimi-K2-1T-A32B,1026.407327744,32.0,384.0,8.0,11.721304064,1014.68602368,2052.814655488,61,mla,,,512.0,64.0,70272,70.272,"Moonshot Kimi-K2 public config/model card, optimized MLA KV cache layout"
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,11.721304064,1014.68602368,2216.912912384,277.114114048,0.0,0.0,70272.0,0,0,0,0.0,False,dp_max,Kimi-K2-1T-A32B,1026.407327744,32.0,384.0,8.0,11.721304064,1014.68602368,2052.814655488,61,mla,,,512.0,64.0,70272,70.272,"Moonshot Kimi-K2 public config/model card, optimized MLA KV cache layout"
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,8,1,8,TP8/DP1/EP8,1,6.974609408,277.025390592,568.0,71.0,8.0,1.0,5504.0,181686,181686,181686,181.68604651162792,True,capacity_opt,DeepSeek-V4-Flash-284B,284.0,35.0,128.0,8.0,6.974609408,277.025390592,568.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Flash public config/model card, shared KV cache layout"
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,8,1,8,TP8/DP1/EP8,1,6.974609408,277.025390592,568.0,71.0,8.0,1.0,5504.0,181686,181686,181686,181.68604651162792,True,dp_max,DeepSeek-V4-Flash-284B,284.0,35.0,128.0,8.0,6.974609408,277.025390592,568.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Flash public config/model card, shared KV cache layout"
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,52.603813888,1547.396186112,3936.4533944319996,492.05667430399996,0.0,0.0,44032.0,0,0,0,0.0,False,capacity_opt,DeepSeek-V4-Pro-1.6T,1600.0,64.0,512.0,8.0,52.603813888,1547.396186112,3200.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Pro public config/model card, shared KV cache layout"
A100x8,A100,8,80,640,576.0,NVIDIA A100 80GB public product specifications,1,8,8,TP1/DP8/EP8,1,52.603813888,1547.396186112,3936.4533944319996,492.05667430399996,0.0,0.0,44032.0,0,0,0,0.0,False,dp_max,DeepSeek-V4-Pro-1.6T,1600.0,64.0,512.0,8.0,52.603813888,1547.396186112,3200.0,43,shared_kv,1.0,512.0,,,44032,44.032,"DeepSeek-V4-Pro public config/model card, shared KV cache layout"
A100x16,A100,16,80,1280,1152.0,NVIDIA A100 80GB public product specifications,16,1,16,TP16/DP1/EP16,1,1.540882432,28.991029248,61.06382336,3.81648896,1090.93617664,68.18351104,6144.0,11097576,11097576,11097576,11097.576666666666,True,capacity_opt,Qwen3-30B-A3B,30.53191168,3.3,128.0,8.0,1.540882432,28.991029248,61.06382336,48,gqa,4.0,128.0,,,98304,98.304,Qwen3-30B-A3B public Hugging Face config/model card
A100x16,A100,16,80,1280,1152.0,NVIDIA A100 80GB public product specifications,1,16,16,TP1/DP16/EP16,1,1.540882432,28.991029248,107.29029632000001,6.705643520000001,1044.70970368,65.29435648,98304.0,10627336,664208,664208,10627.336666666668,True,dp_max,Qwen3-30B-A3B,30.53191168,3.3,128.0,8.0,1.540882432,28.991029248,61.06382336,48,gqa,4.0,128.0,,,98304,98.304,Qwen3-30B-A3B public Hugging Face config/model card
A100x16,A100,16,80,1280,1152.0,NVIDIA A100 80GB public product specifications,16,1,1,TP16/DP1/EP1,1,32.8,0.0,65.6,4.1,1086.4,67.9,10240.0,6630859,6630859,6630859,6630.859375000001,True,capacity_opt,Qwen3-32B,32.8,,,,32.8,0.0,65.6,64,gqa,8.0,80.0,,,163840,163.84,Qwen3-32B public Hugging Face config/model card
A100x16,A100,16,80,1280,1152.0,NVIDIA A100 80GB public product specifications,1,16,1,TP1/DP16/EP1,1,32.8,0.0,1049.6,65.6,102.40000000000009,6.400000000000006,163840.0,625000,39062,39062,625.0000000000006,True,dp_max,Qwen3-32B,32.8,,,,32.8,0.0,65.6,64,gqa,8.0,80.0,,,163840,163.84,Qwen3-32B public Hugging Face config/model card
A100x16,A100,16,80,1280,1152.0,NVIDIA A100 80GB public product specifications,16,1,1,TP16/DP1/EP1,1,70.6,0.0,141.2,8.825,1010.8,63.175,20480.0,3084716,3084716,3084716,3084.716796875,True,capacity_opt,Llama-3.3-70B,70.6,,,,70.6,0.0,141.2,80,gqa,8.0,128.0,,,327680,327.68,Meta Llama 3.3 70B public Hugging Face config/model card
A100x16,A100,16,80,1280,1152.0,NVIDIA A100 80GB public product specifications,2,8,1,TP2/DP8/EP1,1,70.6,0.0,1129.6,70.6,22.40000000000009,1.4000000000000057,163840.0,68359,8544,8544,68.35937500000027,True,dp_max,Llama-3.3-70B,70.6,,,,70.6,0.0,141.2,80,gqa,8.0,128.0,,,327680,327.68,Meta Llama 3.3 70B public Hugging Face config/model card
A100x16,A100,16,80,1280,1152.0,NVIDIA A100 80GB public product specifications,16,1,16,TP16/DP1/EP16,1,7.996440576,227.096395776,470.185672704,29.386604544,681.814327296,42.613395456,12032.0,3541671,3541671,3541671,3541.671829787234,True,capacity_opt,Qwen3-235B-A22B,235.092836352,22.0,128.0,8.0,7.996440576,227.096395776,470.185672704,94,gqa,4.0,128.0,,,192512,192.512,Qwen3-235B-A22B public Hugging Face config/model card
