context_tokens,gpu_model,deployment,model,tp_size,dp_size,ep_size,parallelism,target_fraction,sweet_total_concurrency,sweet_batch_per_dp_group,peak_throughput_tokens_per_s,sweet_throughput_tokens_per_s,sweet_normalized_throughput,dominant_time_at_sweet
262144,A100,A100x72,Kimi-K2-1T-A32B,36,2,72,TP36/DP2/EP72,0.95,184,92,7815.845864034666,7478.6130687458735,0.9568526809311069,weight
524288,A100,A100x72,Kimi-K2-1T-A32B,36,2,72,TP36/DP2/EP72,0.9,24,12,3908.2120929845096,3543.353993055824,0.9066432191375619,weight
524288,A100,A100x72,Kimi-K2-1T-A32B,36,2,72,TP36/DP2/EP72,0.95,32,16,3908.2120929845096,3746.437079928719,0.9586063884950904,weight
1048576,A100,A100x72,Kimi-K2-1T-A32B,36,2,72,TP36/DP2/EP72,0.9,4,2,1954.1783447578596,1816.5979907645979,0.9295968280672411,kv
1048576,A100,A100x72,Kimi-K2-1T-A32B,36,2,72,TP36/DP2/EP72,0.95,6,3,1954.1783447578596,1860.2757557565765,0.9519477895898398,kv
8192,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.9,3215,3215,247348.06511669277,222633.78765370217,0.9000829966010406,weight
8192,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.95,3394,3394,247348.06511669277,235029.2613675475,0.9501964822593879,weight
16384,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.9,1617,1617,124369.10846463933,111974.75416361961,0.9003421793881904,weight
16384,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.95,1707,1707,124369.10846463933,118207.11524879307,0.9504539890016318,weight
32768,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.9,811,811,62359.79226826977,56160.500329555114,0.9005883163939112,weight
32768,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.95,856,856,62359.79226826977,59276.67962775671,0.9505592862264581,weight
65536,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.9,406,406,31223.891089286968,28120.197064456574,0.9005987429319697,weight
65536,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.95,429,429,31223.891089286968,29711.053751513988,0.9515487248707436,weight
131072,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.9,201,201,15622.967578761449,14119.10897957824,0.903740528705467,weight
131072,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.95,212,212,15622.967578761449,14847.655183327377,0.9503735515339566,weight
262144,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.9,86,86,7814.242217024345,7086.49028729319,0.9068685216660353,weight
262144,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.95,93,93,7814.242217024345,7468.909356788429,0.9558072490402763,weight
524288,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.9,14,14,3907.8110807634034,3548.321692499148,0.9080074801891324,weight
524288,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.95,18,18,3907.8110807634034,3755.3389265894943,0.9609827212670365,weight
1048576,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.9,4,4,1954.0780791402788,1792.1804551601124,0.9171488459399764,kv
1048576,A100,A100x72,Kimi-K2-1T-A32B,72,1,72,TP72/DP1/EP72,0.95,7,7,1954.0780791402788,1858.2261742354835,0.9509477610296071,kv
8192,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.9,59112,821,231058.28571428574,208140.84507042254,0.9008153264315235,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.95,62352,866,231058.28571428574,219549.2957746479,0.9501901007182697,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.9,51048,709,199606.25227107562,179746.47887323945,0.9005052538591548,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.95,53856,748,199606.25227107562,189633.8028169014,0.9500393933521125,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.9,25560,355,99803.12613553781,90000.00000984571,0.9017753600986511,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.95,26928,374,99803.12613553781,94816.901411494,0.9500393933826055,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.9,12816,178,49901.563067768904,45127.21192740104,0.9043246173695191,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.95,13464,187,49901.563067768904,47408.71597421203,0.9500447092173955,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.9,6408,89,24950.781533884452,22634.078366759404,0.9071490741090076,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.95,6768,94,24950.781533884452,23885.01489115334,0.9572852400922294,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.9,3024,42,12475.390766942226,11386.442419632811,0.9127122855185464,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.95,3240,45,12475.390766942226,12052.60451439753,0.9661103799918628,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.9,936,13,6237.695383471113,5697.393125095926,0.9133811087013161,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.95,1080,15,6237.695383471113,6040.865788288814,0.9684451415014805,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.9,72,1,3118.8476917355565,2964.341891858278,0.9504606139354949,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,1,72,72,TP1/DP72/EP72,0.95,72,1,3118.8476917355565,2964.341891858278,0.9504606139354949,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.9,29556,821,231047.42442241445,208096.88094064637,0.9006673909517011,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.95,31176,866,231047.42442241445,219502.9219179047,0.9500340567164106,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.9,25524,709,199598.14659114368,179708.51228613674,0.9003516082453971,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.95,26964,749,199598.14659114368,189847.21537703305,0.9511471855794111,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.9,12780,355,99801.0996744092,89980.98994154611,0.9016031910980923,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.95,13500,375,99801.0996744092,95050.34148001221,0.9523977369999345,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.9,6408,178,49901.056447343384,45117.679927851525,0.9041427805333264,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.95,6768,188,49901.056447343384,47652.15444202471,0.9549327776719163,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.9,3204,89,24950.65487813514,22629.28255257702,0.9069614670678485,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.95,3384,94,24950.65487813514,23879.95839149216,0.9570874395132106,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.9,1512,42,12475.359102924529,11383.870558786974,0.9125084468404854,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.95,1620,45,12475.359102924529,12049.91501698768,0.9658972473315726,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.9,468,13,6237.687467456643,5695.313097039237,0.9130488064291309,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.95,540,15,6237.687467456643,6038.839131804797,0.9681214654165857,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.9,36,1,3118.845712730683,2957.0371675652814,0.9481190927448183,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,2,36,72,TP2/DP36/EP72,0.95,72,2,3118.845712730683,3114.7999473081063,0.9987028003962933,kv
8192,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.9,14778,821,231014.84667258104,207965.09991556432,0.9002239592432547,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.95,15606,867,231014.84667258104,219617.22488038277,0.9506628168866038,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.9,12780,710,199573.83350076596,179848.01576132845,0.9011603004591191,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.95,13482,749,199573.83350076596,189726.9912749789,0.9506606549913806,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.9,6390,355,99795.02078475078,89924.0078904933,0.9010871202126567,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.95,6750,375,99795.02078475078,94990.1491725716,0.951852591698509,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.9,3204,178,49899.53664778592,45089.10807467251,0.9035977306349026,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.95,3384,188,49899.53664778592,47621.97771546975,0.9543571126042264,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.9,1602,89,24950.2749186023,22614.907296197638,0.9063991226540166,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.95,1692,94,24950.2749186023,23864.801729993927,0.9564945399539838,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.9,756,42,12475.264111835846,11376.161942417433,0.9118974829257807,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.95,810,45,12475.264111835846,12041.853721765774,0.9652584196867723,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.9,234,13,6237.663719533785,5689.082115523339,0.9120533538394326,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.95,270,15,6237.663719533785,6032.7673132507425,0.9671517389369049,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.9,18,1,3118.8397757311322,2935.3374129913805,0.9411632607203317,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,4,18,72,TP4/DP18/EP72,0.95,36,2,3118.8397757311322,3102.7195091037706,0.994831325817761,kv
8192,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.9,7398,822,230928.0175700886,207867.37847710034,0.9001392757117955,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.95,7812,868,230928.0175700886,219499.85951109865,0.9505120332333802,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.9,6399,711,199509.02754138372,179797.69598201744,0.9012008037817857,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.95,6750,750,199509.02754138372,189660.01685866818,0.950633759263487,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.9,3204,356,99778.81403211372,90025.28801145742,0.902248527252317,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.95,3375,375,99778.81403211372,94830.00843218034,0.9504022407167457,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.9,1602,178,49895.48430151726,45013.09308520084,0.9021476335050234,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.95,1692,188,49895.48430151726,47541.692983419685,0.9528255642560023,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.9,801,89,24949.261749755176,22576.662417723157,0.9049030245532094,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.95,846,94,24949.261749755176,23824.477868953985,0.9549171477664172,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.9,378,42,12475.010809338053,11355.656579209883,0.9102722837490218,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.95,405,45,12475.010809338053,12020.409571582559,0.9635590505929497,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.9,117,13,6237.600392623522,5672.532626336562,0.9094094313968559,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.95,135,15,6237.600392623522,6016.6353306026485,0.9645753097165085,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.9,9,1,3118.823943842836,2878.998532299344,0.9231038956152193,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,8,9,72,TP8/DP9/EP72,0.95,18,2,3118.823943842836,3070.9584336249213,0.9846527052889887,kv
8192,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.9,4944,824,230824.88678913456,207956.38835404062,0.9009270674700471,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.95,5214,869,230824.88678913456,219313.22995104524,0.9501281815915908,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.9,4272,712,199432.0460103132,179690.4714903846,0.9010110214739124,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.95,4506,751,199432.0460103132,189533.06754112197,0.9503641532681296,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.9,2136,356,99759.55555724657,89845.23575436509,0.9006178430978254,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.95,2256,376,99759.55555724657,94892.72090208139,0.9512143510666268,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.9,1068,178,49890.66804500183,44923.065162107436,0.9004302191661661,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.95,1128,188,49890.66804500183,47446.608213174935,0.9510116835953704,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.9,534,89,24948.057480821033,22531.367832607608,0.9031311495866454,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.95,564,94,24948.057480821033,23776.720928691455,0.9530489877606684,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.9,252,42,12474.709716498826,11331.37736323688,0.9083479792920716,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.95,270,45,12474.709716498826,11995.017587520915,0.9615468303568235,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.9,78,13,6237.525116212689,5652.984710663819,0.9062864846781102,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.95,90,15,6237.525116212689,5997.570769671563,0.9615305201870158,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.9,6,1,3118.8051243399796,2814.7779007695117,0.9025180441067769,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,12,6,72,TP12/DP6/EP72,0.95,12,2,3118.8051243399796,3034.0390783290277,0.9728209866819137,kv
8192,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.9,3304,826,230651.36749051753,207761.16836353694,0.9007584504005959,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.95,3488,872,230651.36749051753,219331.4029213126,0.950921753933801,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.9,2856,714,199302.5021560141,179590.16248373533,0.9010933658181174,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.95,3012,753,199302.5021560141,189399.7091740234,0.9503127513459977,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.9,1428,357,99727.1307839424,89795.0812504335,0.9004077480678095,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.95,1508,377,99727.1307839424,94825.61800860605,0.9508507590982898,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.9,716,179,49882.55699375765,45023.72290235588,0.9025945263389403,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.95,756,189,49882.55699375765,47538.804370311176,0.953014585364183,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.9,356,89,24946.02911035073,22455.477072323443,0.9001623854838727,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.95,380,95,24946.02911035073,23945.430460148513,0.959889461934964,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.9,168,42,12474.202547897607,11290.712079048852,0.9051249597475697,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.95,180,45,12474.202547897607,11952.485600668495,0.9581763286890799,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.9,52,13,6237.398314562788,5620.358432231497,0.9010741576514916,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.95,60,15,6237.398314562788,5965.727576883099,0.9564448630696865,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.9,8,2,3118.7734227399524,2973.814452727961,0.9535205190107591,kv
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,18,4,72,TP18/DP4/EP72,0.95,8,2,3118.7734227399524,2973.814452727961,0.9535205190107591,kv
8192,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.9,2484,828,230462.21591221422,207503.50364873817,0.9003797122552128,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.95,2622,874,230462.21591221422,219031.47607366808,0.9504008073805025,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.9,2148,716,199161.2575689444,179435.39687499581,0.9009553317008957,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.95,2265,755,199161.2575689444,189209.1126265668,0.9500297142935422,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.9,1077,359,99691.75331480757,89968.30654120757,0.9024648835004916,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.95,1134,378,99691.75331480757,94729.8603637022,0.9502276488664347,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.9,540,180,49873.70431844652,45109.849312450104,0.9044816287240481,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.95,570,190,49873.70431844652,47615.755284697385,0.954726662785423,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.9,270,90,24943.814901908816,22620.20638763493,0.9068463054504116,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.95,285,95,24943.814901908816,23857.782207327404,0.9564608421425423,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.9,126,42,12473.648865765865,11246.645513962294,0.9016323639531731,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.95,135,45,12473.648865765865,11906.392062630779,0.9545235873448441,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.9,42,14,6237.259877772848,5757.730436799829,0.9231185728396736,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.95,45,15,6237.259877772848,5931.344915641891,0.9509536289771863,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.9,6,2,3118.7388115100703,2910.7331840029883,0.9333045695460572,kv
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,24,3,72,TP24/DP3/EP72,0.95,9,3,3118.7388115100703,2976.9484688753373,0.954535999580523,kv
8192,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.9,1666,833,230051.9035483101,207111.23411576948,0.9002804624577985,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.95,1760,880,230051.9035483101,218796.9820190602,0.9510765989950333,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.9,1440,720,198854.75798741973,179015.71256104927,0.900233488868164,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.95,1520,760,198854.75798741973,188961.029925552,0.9502464604719508,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.9,722,361,99614.89823656924,89756.48922117517,0.9010347930890624,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.95,762,381,99614.89823656924,94729.14789878653,0.9509536181407339,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.9,362,181,49854.46167660294,45002.92481139377,0.902686004380506,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.95,382,191,49854.46167660294,47489.091719957425,0.9525544980910785,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.9,182,91,24939.000626175515,22686.67753258066,0.9096867141006901,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.95,192,96,24939.000626175515,23915.391712610868,0.9589554958954415,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.9,86,43,12472.444844532967,11369.235175621106,0.911548242332342,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.95,92,46,12472.444844532967,12028.164401243128,0.9643790412523187,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.9,28,14,6236.958815902748,5683.633821536754,0.9112828847041369,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.95,32,16,6236.958815902748,6033.2474691969965,0.9673380324099085,weight
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.9,6,3,3118.6635389707835,2886.1622778062037,0.9254484306308627,kv
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,36,2,72,TP36/DP2/EP72,0.95,10,5,3118.6635389707835,2974.941938077745,0.9539156439618782,kv
8192,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.9,850,850,228670.62225972977,205833.95445979838,0.9001329179312201,weight
8192,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.95,898,898,228670.62225972977,217457.51894693993,0.9509639532967479,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.9,736,736,197821.86293257785,178227.98880283718,0.9009519279655217,weight
16384,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.95,777,777,197821.86293257785,188156.45013560393,0.9511408261266445,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.9,370,370,99355.02589448226,89598.3095919388,0.9017994689779926,weight
32768,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.95,390,390,99355.02589448226,94441.46145905613,0.9505453861926978,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.9,186,186,49789.28595426995,45041.5691646578,0.9046438064210682,weight
65536,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.95,196,196,49789.28595426995,47463.03023177832,0.9532779858576756,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.9,93,93,24922.68064240194,22572.679385107833,0.9057083268444263,weight
131072,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.95,98,98,24922.68064240194,23771.11943140993,0.9537946488375406,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.9,44,44,12468.361585753548,11268.539202437345,0.9037706458010385,weight
262144,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.95,47,47,12468.361585753548,11891.163541211483,0.9537069854309025,kv
524288,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.9,15,15,6235.93759296589,5621.797978164818,0.9015160742638254,weight
524288,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.95,22,22,6235.93759296589,5926.658069319939,0.9504036852461742,kv
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.9,6,6,3118.408182182074,2845.105102687353,0.9123581444352548,kv
1048576,A100,A100x72,DeepSeek-V4-Flash-284B,72,1,72,TP72/DP1/EP72,0.95,11,11,3118.408182182074,2963.3290346599697,0.9502697727615667,kv
8192,A100,A100x72,DeepSeek-V4-Pro-1.6T,1,72,72,TP1/DP72/EP72,0.9,182016,2528,126360.00000000001,113760.0,0.9002849002849002,weight
8192,A100,A100x72,DeepSeek-V4-Pro-1.6T,1,72,72,TP1/DP72/EP72,0.95,192096,2668,126360.00000000001,120060.0,0.95014245014245,weight
16384,A100,A100x72,DeepSeek-V4-Pro-1.6T,1,72,72,TP1/DP72/EP72,0.9,182016,2528,126360.00000000001,113760.0,0.9002849002849002,weight
